Image,Severity,Method,MSE,PSNR (dB),SSIM,Coherence,Match score (%),Runtime (s),Ridge endings,Bifurcations
102__M_Left_little_finger.BMP,0.35,Gabor,0.06159220565270053,12.10474243293329,0.5274015377077628,0.6810387969017029,4.666666666666667,0.8762389000039548,138,34
102__M_Left_little_finger.BMP,0.35,Hybrid,0.03346552209385313,14.754023952022187,0.6893791749565698,0.7363836169242859,7.0,0.8714400000171736,138,34
102__M_Left_middle_finger.BMP,0.55,Degraded input,0.03004280731702362,15.222594876023889,0.5468670990929038,0.6064059734344482,19.0,0.0,130,46
102__M_Left_middle_finger.BMP,0.55,Global HE baseline,0.019364493403582487,17.12993860149963,0.653279839420713,0.6141441464424133,16.0,0.0030968000064603984,130,46
102__M_Left_middle_finger.BMP,0.55,M1 CLAHE baseline,0.07579850334902194,11.203393694824333,0.565090754891817,0.6085320115089417,3.3333333333333335,0.006354100012686104,130,46
102__M_Left_middle_finger.BMP,0.55,M1 Wiener + CLAHE,0.05381044381855809,12.69133425958415,0.6280192587988271,0.7002481818199158,2.3333333333333335,0.010285499971359968,130,46
102__M_Left_middle_finger.BMP,0.55,Gabor,0.07041070462521856,11.52361309519083,0.47562027173729604,0.6078273057937622,2.3333333333333335,0.8767846000264399,130,46
102__M_Left_middle_finger.BMP,0.55,Hybrid,0.04526131358366454,13.442728460096902,0.6144149238587807,0.6952619552612305,1.3333333333333333,0.868279899994377,130,46
102__M_Left_ring_finger.BMP,0.75,Degraded input,0.04920290191181604,13.080092824537143,0.33820481812262626,0.4430690109729767,2.6666666666666665,0.0,143,50
102__M_Left_ring_finger.BMP,0.75,Global HE baseline,0.03424599259619539,14.653902415491896,0.4597549001092139,0.4507002532482147,2.0,0.0030534000252373517,143,50
102__M_Left_ring_finger.BMP,0.75,M1 CLAHE baseline,0.11177547023112909,9.516534944113507,0.391262761398468,0.4537091851234436,2.6666666666666665,0.006994099996518344,143,50
102__M_Left_ring_finger.BMP,0.75,M1 Wiener + CLAHE,0.06648083156809523,11.773035568656965,0.511435874316086,0.6583238840103149,2.0,0.010682699969038367,143,50
102__M_Left_ring_finger.BMP,0.75,Gabor,0.08646429998208138,10.63163170235933,0.32872882523993757,0.4718453884124756,0.6666666666666666,0.8770579000120051,143,50
102__M_Left_ring_finger.BMP,0.75,Hybrid,0.056034567604387304,12.515439749886227,0.5032834003206814,0.6560027599334717,3.0,0.9017766999895684,143,50
102__M_Left_thumb_finger.BMP,0.35,Degraded input,0.012883582284940333,18.899633644396076,0.705514724539672,0.6092405915260315,34.666666666666664,0.0,171,32
102__M_Left_thumb_finger.BMP,0.35,Global HE baseline,0.044973255932390974,13.470456696416719,0.5868565848622173,0.6035764217376709,17.0,0.0034696999937295914,171,32
102__M_Left_thumb_finger.BMP,0.35,M1 CLAHE baseline,0.08738096506806875,10.585831630892287,0.5692832562457386,0.5976154208183289,5.333333333333333,0.00921270000981167,171,32
102__M_Left_thumb_finger.BMP,0.35,M1 Wiener + CLAHE,0.037555802990124,14.253229478243227,0.6873307271061191,0.6743783950805664,6.666666666666667,0.014382899971678853,171,32
102__M_Left_thumb_finger.BMP,0.35,Gabor,0.07656134806154066,11.159904282806627,0.5220674154593564,0.5951586961746216,3.3333333333333335,0.9687158000306226,171,32
