filename,subject_id,candidate,member,parameters_json,baseline_psnr,baseline_ssim,baseline_mse,psnr,ssim,mse,delta_psnr,delta_ssim,delta_mse,mean_absolute_change,runtime_seconds
297__M_Left_index_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.7570804375387,0.7906426064821481,0.0016760692418019418,28.30828854036653,0.8172608321743607,0.0014762881915693945,0.5512081028278288,0.026618225692212616,-0.0001997810502325473,0.012300753965973854,0.8781767999971635
297__M_Left_little_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.604976193107987,0.8586213655061722,0.0017358107781078177,24.700758523357035,0.8655837919225693,0.0033878497998715952,-2.9042176697509525,0.006962426416397105,0.0016520390217637775,0.032514289021492004,0.8837678000054439
297__M_Left_middle_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.408921212894597,0.831367049916923,0.0018159666927172965,27.69168087642527,0.8538286289616823,0.0017014998390769052,0.2827596635306726,0.022461579044759317,-0.00011446685364039136,0.016963034868240356,0.8920417000044836
297__M_Left_ring_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.999195089177213,0.7429669464297891,0.0015851869599302825,28.746101122550787,0.7717174420346617,0.0013347191381811961,0.7469060333735733,0.02875049560487264,-0.0002504678217490864,0.009994902648031712,0.8858913000003668
297__M_Left_thumb_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.351634550995698,0.8496112274484038,0.0018400793218039874,27.592545796399133,0.8651584969798922,0.0017407861405858583,0.240911245403435,0.015547269531488439,-9.929318121812913e-05,0.01878037117421627,0.903995800006669
297__M_Right_index_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.26646688433661,0.8421334111442864,0.0018765204928810162,28.049055455143105,0.8620483233438134,0.001567091859058129,0.7825885708064959,0.019914912199527013,-0.00030942863382288723,0.01453391369432211,0.8958031000001938
297__M_Right_little_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.748414561772044,0.7768289119063616,0.0016794169952769212,28.29438138487201,0.803308881059587,0.001481023199257365,0.5459668230999668,0.02647996915322537,-0.0001983937960195561,0.013160294853150845,0.9324606999944081
297__M_Right_middle_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.62754038726817,0.7994520999450088,0.0017268155915228394,28.36559125970755,0.8231103144580721,0.0014569373400210642,0.7380508724393806,0.02365821451306338,-0.0002698782515017752,0.014023341238498688,0.9032767999960924
297__M_Right_ring_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.67942143460698,0.7884819651403725,0.0017063096877649516,28.31737191624489,0.8152724156327248,0.0014732037252590201,0.6379504816379118,0.02679045049235229,-0.00023310596250593145,0.01282461453229189,0.9048478999975487
297__M_Right_thumb_finger.BMP,297,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.057159365148596,0.8790298646752238,0.0019691738664962227,28.010748218661842,0.8949216584929824,0.0015809756394515881,0.9535888535132457,0.015891793817758626,-0.0003881982270446346,0.01651301048696041,0.897347300000547
510__M_Left_index_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.049783248781104,0.8853918248358965,0.001972521179848049,27.134867427366117,0.8983829492359757,0.001934252902677804,0.0850841785850136,0.012991124400079213,-3.826827717024481e-05,0.020523719489574432,0.8883434000017587
510__M_Left_little_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.388994176833812,0.8156364864462018,0.0018243181642848185,27.637890768303844,0.8359189594987034,0.0017227050354982763,0.2488965914700323,0.020282473052501637,-0.00010161312878654216,0.017131926491856575,0.8972677999990992
510__M_Left_middle_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",26.927380314475773,0.9163373613706232,0.002028906196606752,26.907599813748124,0.9228430999248624,0.0020381681872707847,-0.019780500727648587,0.006505738554239193,9.26199066403257e-06,0.022465351969003677,0.8814908999993349
510__M_Left_ring_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.139391128208246,0.8814989184703231,0.0019322391939270728,27.456970495210715,0.8938673425314426,0.0017959860145973804,0.3175793670024696,0.012368424061119487,-0.0001362531793296924,0.020373350009322166,0.8812049999978626
510__M_Left_thumb_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.04511604334945,0.9147710483712554,0.0019746421163289608,27.715927881506772,0.9252333496402502,0.0016920266998903795,0.6708118381573236,0.010462301268994723,-0.00028261541643858127,0.017801161855459213,0.8718917000005604
510__M_Right_index_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.23055457921046,0.866017082233429,0.0018921019882603737,27.67526632094785,0.882527736544609,0.0017079429812339778,0.4447117417373896,0.01651065431118004,-0.0001841590070263959,0.01795785129070282,0.8914165000023786
510__M_Right_little_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.394827670703343,0.8089458301949203,0.0018218693639567604,27.99454600007456,0.8298306422457993,0.0015868847990064743,0.5997183293712176,0.020884812050878998,-0.00023498456495028614,0.014630447141826153,0.8909899999998743
510__M_Right_middle_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.098886756793288,0.887872908428371,0.001950344474744861,27.62547022943055,0.9005330535507798,0.0017276389114389995,0.5265834726372631,0.012660145122408872,-0.0002227055633058615,0.01861000433564186,0.8782012999945437
510__M_Right_ring_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.19464273199484,0.8686249066267312,0.001907812661832362,27.64705029511335,0.8835717743808628,0.00171907557767337,0.45240756311850916,0.014946867754131565,-0.00018873708415899186,0.01892607845366001,0.8783981000015046
510__M_Right_thumb_finger.BMP,510,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.147269107323716,0.8867233144706488,0.0019287373437475198,28.216542056357664,0.9019442537041307,0.0015078071359906943,1.069272949033948,0.01522093923348189,-0.00042093020775682555,0.014714889228343964,0.9054438999955892
329__M_Left_index_finger.BMP,329,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.33983850281261,0.8673399185726046,0.0018450840293860148,26.894912753148557,0.8817157459811569,0.0020441310008120434,-0.44492574966405485,0.014375827408552255,0.00019904697142602863,0.022336967289447784,0.9091129000007641
