Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Family,Technique ID,Technique,Output domain,Purpose,Is enhancement technique,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,1.8381815999746323,0.7566947937011719,0.19703710079193115,0.19703710079193115,1.0,0.42022705078125,156.0,70.0,27540.0,52.0,0.0,0.6207697987556458,1.888162672476398,5726.0,156.0,70.0,36.705128205128204,-0.0011397600173950195,-0.017816632986068726,-0.017816632986068726,-0.00927734375,0.32499655054944054,0.0,-4.301963993453356
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.2991421999759041,0.7693793773651123,0.1946074515581131,0.1946074515581131,1.0,0.4218902587890625,154.0,83.0,27649.0,47.0,2.0,0.653296709060669,1.6998806466779992,5764.0,154.0,83.0,37.42857142857143,0.01154482364654541,-0.02024628221988678,-0.02024628221988678,-0.0076141357421875,0.13671452475104173,2.0,-3.5785207700101296
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.09191389998886734,0.761947512626648,0.20692655444145203,0.20692655444145203,1.0,0.4266357421875,146.0,79.0,27960.0,46.0,1.0,0.6523604989051819,1.6452074391988554,5777.0,146.0,79.0,39.56849315068493,0.004112958908081055,-0.007927179336547852,-0.007927179336547852,-0.00286865234375,0.0820413172718979,1.0,-1.4385990478966306
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0017638999852351844,0.7768808603286743,0.22001010179519653,0.22001010179519653,1.0,0.4322662353515625,136.0,75.0,28329.0,44.0,1.0,0.6840340495109558,1.553178721451516,5798.0,136.0,75.0,42.63235294117647,0.019046306610107422,0.005156368017196655,0.005156368017196655,0.0027618408203125,-0.009987400475441444,1.0,1.6252607425949108
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.0028504999936558306,0.765092670917511,0.2130337804555893,0.2130337804555893,1.0,0.4286956787109375,149.0,82.0,28095.0,47.0,0.0,0.5671827793121338,1.6728955330129918,5797.0,149.0,82.0,38.90604026845637,0.007258117198944092,-0.0018199533224105835,-0.0018199533224105835,-0.0008087158203125,0.10972941108603429,0.0,-2.1010519301251875
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.0066574999946169555,0.7932475805282593,0.1937447190284729,0.1937447190284729,1.0,0.42596435546875,142.0,76.0,27916.0,46.0,0.0,0.6947270631790161,1.6478005444906147,5595.0,142.0,76.0,39.401408450704224,0.03541302680969238,-0.021109014749526978,-0.021109014749526978,-0.0035400390625,0.08463442256365727,0.0,-1.605683747877336
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.011662839993368835,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.437408447265625,121.0,116.0,28666.0,30.0,0.0,0.7756924629211426,1.0465359659526965,5839.0,121.0,116.0,48.256198347107436,0.0,0.0,0.0,0.007904052734375,-0.516630155974261,0.0,7.249106148525875
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.011662839993368835,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.4182891845703125,187.0,72.0,27413.0,71.0,14.0,0.6180644035339355,2.5900120380841205,5255.0,187.0,72.0,28.101604278074866,0.0,0.0,0.0,-0.0112152099609375,1.026845916157163,14.0,-12.905487920506694
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.011662839993368835,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.42950439453125,141.0,78.0,28148.0,44.0,0.0,0.7058761119842529,1.5631661219269575,5782.0,141.0,78.0,41.00709219858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.011662839993368835,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.4287872314453125,137.0,78.0,28101.0,42.0,0.0,0.7070567011833191,1.4946087327853101,5769.0,137.0,78.0,42.10948905109489,0.0,0.0,0.0,-0.0007171630859375,-0.06855738914164733,0.0,1.1023968525133299
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.011662839993368835,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.2557373046875,112.0,97.0,16760.0,28.0,0.0,0.7251193523406982,1.6706443914081144,5625.0,112.0,97.0,50.223214285714285,0.0,0.0,0.0,-0.17376708984375,0.10747826948115691,0.0,9.216122087132725
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.044681500003207475,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.0858306884765625,112.0,97.0,5625.0,28.0,15.0,0.7311999797821045,4.977777777777778,5625.0,112.0,97.0,50.223214285714285,0.0,0.0,0.0,-0.3436737060546875,3.4146116558508206,15.0,9.216122087132725
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.044681500003207475,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.086517333984375,116.0,105.0,5670.0,28.0,11.0,0.7222222089767456,4.938271604938271,5670.0,116.0,105.0,48.87931034482759,0.0,0.0,0.0,-0.342987060546875,3.375105483011314,11.0,7.872218146246027
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.6662470698356628,0.20458516478538513,0.20458516478538513,1.0,0.3150482177734375,338.0,35.0,20647.0,148.0,11.0,0.3815082013607025,7.16811159006151,4164.0,338.0,35.0,12.319526627218934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.005802200001198798,0.7059469223022461,0.24774275720119476,0.24774275720119476,1.0,0.421630859375,313.0,53.0,27632.0,124.0,1.0,0.4149898588657379,4.487550665894615,5191.0,313.0,53.0,16.584664536741215,0.03969985246658325,0.04315759241580963,0.04315759241580963,0.1065826416015625,-2.6805609241668957,-10.0,4.265137909522281
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0007937000482343137,0.6662470698356628,0.20458516478538513,0.20458516478538513,1.0,0.3150482177734375,338.0,35.0,20647.0,148.0,11.0,0.3815082013607025,7.16811159006151,4164.0,338.0,35.0,12.319526627218934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.0022151999874040484,0.6825786828994751,0.2087652087211609,0.2087652087211609,1.0,0.4348907470703125,340.0,57.0,28501.0,136.0,1.0,0.4588610827922821,4.7717623943019545,5148.0,340.0,57.0,15.141176470588235,0.016331613063812256,0.004180043935775757,0.004180043935775757,0.119842529296875,-2.396349195759556,-10.0,2.8216498433693005
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.8970806999714114,0.6940650939941406,0.14973321557044983,0.14973321557044983,1.0,0.27349853515625,299.0,30.0,17924.0,131.0,9.0,0.36102432012557983,7.30863646507476,3810.0,299.0,30.0,12.74247491638796,0.027818024158477783,-0.0548519492149353,-0.0548519492149353,-0.0415496826171875,0.1405248750132495,-2.0,0.4229482891690264
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,1.8395670999889262,0.6641632318496704,0.1883145570755005,0.1883145570755005,1.0,0.3069305419921875,340.0,32.0,20115.0,150.0,11.0,0.3854834735393524,7.457121551081284,3990.0,340.0,32.0,11.735294117647058,-0.0020838379859924316,-0.016270607709884644,-0.016270607709884644,-0.00811767578125,0.28900996101977316,0.0,-0.5842325095718763
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.2866061999811791,0.677666187286377,0.19258418679237366,0.19258418679237366,1.0,0.30755615234375,326.0,28.0,20156.0,145.0,10.0,0.508136510848999,7.193887676126216,4047.0,326.0,28.0,12.414110429447852,0.011419117450714111,-0.012000977993011475,-0.012000977993011475,-0.0074920654296875,0.02577608606470516,-1.0,0.09458380222891805
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.10127789998659864,0.6706087589263916,0.19967326521873474,0.19967326521873474,1.0,0.3117523193359375,330.0,29.0,20431.0,147.0,11.0,0.5020801424980164,7.194948852234349,4102.0,330.0,29.0,12.43030303030303,0.00436168909072876,-0.004911899566650391,-0.004911899566650391,-0.0032958984375,0.02683726217283855,0.0,0.11077640308409542
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0017098999815061688,0.6791177988052368,0.20857581496238708,0.20857581496238708,1.0,0.31890869140625,340.0,33.0,20900.0,150.0,7.0,0.3795693814754486,7.177033492822967,4185.0,340.0,33.0,12.308823529411764,0.012870728969573975,0.003990650177001953,0.003990650177001953,0.0038604736328125,0.008921902761456657,-4.0,-0.010703097807169826
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.002398099983111024,0.674502968788147,0.20311492681503296,0.20311492681503296,1.0,0.312896728515625,337.0,32.0,20506.0,149.0,10.0,0.3827660083770752,7.2661660001950645,4115.0,337.0,32.0,12.210682492581602,0.00825589895248413,-0.0014702379703521729,-0.0014702379703521729,-0.0021514892578125,0.09805441013355409,-1.0,-0.10884413463733189
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.005735800019465387,0.7105143070220947,0.18497493863105774,0.18497493863105774,1.0,0.303375244140625,299.0,20.0,19882.0,135.0,9.0,0.3862287402153015,6.790061362036012,3815.0,299.0,20.0,12.759197324414716,0.044267237186431885,-0.019610226154327393,-0.019610226154327393,-0.0116729736328125,-0.37805022802549804,-2.0,0.43967069719578156
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.011215920001268387,0.6662470698356628,0.20458516478538513,0.20458516478538513,1.0,0.31982421875,298.0,36.0,20960.0,130.0,8.0,0.4139789938926697,6.202290076335878,4164.0,298.0,36.0,13.973154362416107,0.0,0.0,0.0,0.0047760009765625,-0.9658215137256327,-3.0,1.6536277351971727
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.011215920001268387,0.6662470698356628,0.20458516478538513,0.20458516478538513,1.0,0.3029022216796875,344.0,14.0,19851.0,174.0,41.0,0.35262706875801086,8.76530149614629,3536.0,344.0,14.0,10.279069767441861,0.0,0.0,0.0,-0.01214599609375,1.597189906084779,30.0,-2.0404568597770734
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.011215920001268387,0.6662470698356628,0.20458516478538513,0.20458516478538513,1.0,0.3150482177734375,338.0,35.0,20647.0,148.0,11.0,0.3815082013607025,7.16811159006151,4164.0,338.0,35.0,12.319526627218934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.011215920001268387,0.6662470698356628,0.20458516478538513,0.20458516478538513,1.0,0.30377197265625,275.0,32.0,19908.0,118.0,0.0,0.3945147693157196,5.9272654209363065,3935.0,275.0,32.0,14.309090909090909,0.0,0.0,0.0,-0.0112762451171875,-1.240846169125204,-11.0,1.9895642818719743
